vus,tps,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms,cpu_util_pct,disk_util_pct
1,22.05451030572039,45.083793233295516,null,48.1408354,48.8099222,null,10.81,0.79
10,217.4799757420967,45.432512813088415,null,48.6084276,51.59175625,null,12.27,2.67
50,998.8082641552213,49.65896107001047,null,55.4879576,57.0363829,null,14.17,3.08
100,1941.1457689810115,50.98873533474033,null,58.50823,60.9539209,null,17.04,4.47
200,3397.4320661956053,57.84205136241832,null,67.1319634,72.15778599999999,null,21.16,5.64
400,2944.3181666593227,91.74434458275854,null,115.75036560000004,152.91513780000002,null,25.97,3.90
500,2550.5414685158007,159.90895012162002,null,77.5085452,84.47946259999999,null,20.26,3.56
600,3599.4993848978406,149.64034742628766,null,167.12227380000022,322.76421189999996,null,26.28,4.05
1000,4269.174650322494,215.21869387540795,null,142.40866040000006,207.5898650000001,null,31.45,4.49
